,class,stained_cell_count,light_stain_count
1312,class5,6346,1033
1313,class0,2450,3284
1314,class2,1198,674
1315,class6,2662,828
1316,class1,5229,2892
1317,class6,3041,8955
1318,class3,5476,5144
1319,class5,4922,444
1320,class6,2142,4753
1321,class1,2894,2442
1322,class7,1408,509
1323,class3,5205,3521
1324,class6,1954,4044
1325,class2,3176,272
1326,class4,2423,56
1327,class7,1492,100
1328,class4,3486,31
1329,class1,3808,5312
1330,class3,6801,4142
1331,class7,92,432
1332,class0,4110,2285
1333,class1,4621,3361
1334,class1,3134,3045
1335,class4,4327,444
1336,class4,3013,1545
1337,class5,2848,496
1338,class1,2387,5647
1339,class6,1651,6023
1340,class6,3144,5504
1341,class7,68,531
1342,class5,2730,3329
1343,class2,4237,4846
1344,class6,2938,8643
1345,class4,2754,525
1346,class5,4903,3075
1347,class7,233,174
1348,class3,5479,1287
1349,class6,3783,444
1350,class6,2514,998
1351,class7,143,93
1352,class6,2221,1804
1353,class5,7575,2710
1354,class5,6666,846
1355,class6,1270,247
1356,class0,4108,1157
1357,class5,1386,743
1358,class1,2755,5497
1359,class5,6077,1040
1360,class6,2074,228
1361,class5,1054,758
1362,class3,4047,8316
1363,class5,1937,1413
1364,class6,2652,7066
1365,class2,187,7039
1366,class6,3798,4024
1367,class6,3451,498
1368,class7,21,207
1369,class6,2718,1292
1370,class1,2667,4769
1371,class6,3839,1074
1372,class6,4277,311
1373,class6,3304,2255
1374,class7,12,41
1375,class2,340,1789
1376,class6,4012,592
1377,class4,5528,172
1378,class6,2809,884
1379,class1,3119,4091
1380,class2,2035,334
1381,class7,31,3093
1382,class5,1651,238
1383,class3,8759,1086
1384,class3,0,299
1385,class4,1570,49
1386,class7,0,125
1387,class7,248,212
1388,class4,4427,2146
1389,class5,3498,435
1390,class5,2469,2371
1391,class1,4194,2371
1392,class6,3851,4422
1393,class6,1892,1999
1394,class5,5621,877
1395,class6,3159,405
1396,class3,2365,816
1397,class0,6478,1167
1398,class2,216,591
1399,class0,4694,4207
1400,class3,3294,5863
1401,class1,2365,9028
1402,class2,124,2511
1403,class7,183,650
1404,class2,203,293
1405,class6,3140,725
1406,class3,0,0
1407,class3,5694,3989
1408,class5,787,269
1409,class6,1916,411
1410,class3,3881,2479
1411,class7,3,3513
1412,class6,3323,8513
1413,class1,2801,4544
1414,class3,5,126
1415,class7,433,25
1416,class7,3,82
1417,class3,6339,1256
1418,class6,1728,1910
1419,class1,2588,6719
1420,class1,5066,3249
1421,class5,2744,1023
1422,class6,2880,1306
1423,class1,2003,5145
1424,class0,5813,1428
1425,class6,3705,2702
1426,class1,2938,1501
1427,class3,3967,1697
1428,class3,7607,5631
1429,class1,2233,5495
1430,class1,2637,2367
1431,class3,3232,2785
1432,class7,157,4119
1433,class1,3531,2243
1434,class6,2978,3258
1435,class4,3537,21
1436,class5,4306,688
1437,class0,3508,235
1438,class6,2706,521
1439,class1,3601,3789
1440,class5,6541,673
1441,class0,6288,975
1442,class3,8206,7629
1443,class1,3724,5786
1444,class5,3000,1676
1445,class3,5189,883
1446,class7,236,49
1447,class1,2705,5799
1448,class0,2675,5825
1449,class0,8765,2183
1450,class7,1083,109
1451,class2,77,1
1452,class5,4282,441
1453,class4,4202,128
1454,class3,3687,3109
1455,class3,4770,5927
1456,class1,3056,4740
1457,class3,4700,6400
1458,class7,330,267
1459,class1,2970,6674
1460,class6,2002,1154
1461,class1,3884,2918
1462,class7,2,256
1463,class3,3553,4706
1464,class6,2254,1951
1465,class0,5604,3167
1466,class6,2704,1475
1467,class3,3516,5487
1468,class6,3726,3864
1469,class4,1045,3160
1470,class7,12,366
1471,class1,4115,5585
1472,class6,3058,5513
1473,class3,8069,319
1474,class6,964,22
1475,class1,3536,2775
1476,class6,2766,1074
1477,class7,118,21
1478,class3,4192,2574
1479,class3,8501,7388
1480,class7,233,5080
1481,class2,118,3331
1482,class4,3392,31
1483,class4,10219,261
1484,class1,3749,6290
1485,class1,3306,3030
1486,class6,2391,2388
1487,class1,4035,4719
1488,class1,4137,3307
1489,class1,4759,7485
1490,class6,2944,2480
1491,class2,400,582
1492,class5,4789,6501
1493,class2,205,177
1494,class4,5468,65
1495,class6,4042,269
1496,class2,2472,2139
1497,class5,1747,1191
1498,class6,3985,1606
1499,class6,2197,3831
1500,class2,1420,1232
1501,class1,3850,6014
1502,class4,5328,331
1503,class1,3311,3519
1504,class7,10,455
1505,class3,6408,6880
1506,class5,1959,816
1507,class7,618,23
1508,class4,3631,367
1509,class3,3921,7228
1510,class7,25,503
1511,class7,62,630
1512,class6,2737,619
1513,class7,14,198
1514,class7,35,318
1515,class0,4166,5597
1516,class0,4414,791
1517,class5,4469,471
1518,class1,3127,2495
1519,class0,4725,1765
1520,class6,3370,2106
1521,class2,1334,300
1522,class6,2977,6723
1523,class1,3516,3814
1524,class6,3149,792
1525,class6,2736,257
1526,class1,3794,3102
1527,class0,5176,1730
1528,class3,4213,4504
1529,class1,3101,3757
1530,class2,158,3973
1531,class5,2131,1281
1532,class2,3978,568
1533,class7,165,381
1534,class1,3670,3728
1535,class1,3489,3905
1536,class0,3156,3134
1537,class6,2423,2861
1538,class3,5603,3364
1539,class2,5145,180
1540,class2,1307,109
1541,class1,3459,3545
1542,class1,4161,5451
1543,class1,1508,6597
1544,class2,1071,1130
1545,class6,2718,371
1546,class6,3454,2438
1547,class3,4879,6290
1548,class1,3609,3464
1549,class7,738,223
1550,class6,2864,2895
1551,class1,3976,3983
1552,class1,1505,2495
1553,class4,4774,43
1554,class5,118,4705
1555,class5,5942,1147
1556,class3,4260,4947
1557,class6,3452,2858
1558,class2,167,1299
1559,class0,7298,825
1560,class1,2148,5862
1561,class5,0,0
1562,class6,2549,270
1563,class3,0,145
1564,class3,4998,1673
1565,class3,6369,1434
1566,class4,3769,92
1567,class2,3811,76
1568,class3,12001,2675
1569,class6,2410,2934
1570,class7,333,173
1571,class6,2031,267
1572,class7,663,4660
1573,class4,5390,93
1574,class7,181,85
1575,class1,3807,6234
1576,class6,3222,1570
1577,class1,3706,7028
1578,class1,2814,3042
1579,class1,4580,3561
1580,class5,2861,378
1581,class1,3088,2376
1582,class3,3268,2245
1583,class6,2907,10600
1584,class4,6354,1352
1585,class7,89,84
1586,class3,3989,2863
1587,class2,2720,386
1588,class2,382,4852
1589,class4,6843,664
1590,class6,2116,656
1591,class3,12781,501
1592,class1,3683,9710
1593,class6,2305,172
1594,class7,219,283
1595,class3,4944,2110
1596,class1,2610,6654
1597,class2,484,478
1598,class0,3724,1220
1599,class1,3102,6341
1600,class3,4019,7659
1601,class7,7,439
1602,class1,2707,4461
1603,class1,4597,2109
1604,class3,7164,416
1605,class3,4554,886
1606,class1,1469,6207
1607,class3,5422,6403
1608,class5,1093,1529
1609,class6,3547,523
1610,class3,5526,610
1611,class4,4602,2128
1612,class6,2744,5645
1613,class1,3431,1780
1614,class2,1389,334
1615,class5,4,12
1616,class6,2979,1151
1617,class6,4238,325
1618,class6,1821,7563
1619,class7,4,224
1620,class3,2876,7243
1621,class2,352,1063
1622,class5,1865,2669
1623,class3,3170,12105
1624,class1,3707,3748
1625,class0,5483,580
1626,class1,3426,5533
1627,class4,4395,1547
1628,class3,0,0
1629,class6,2382,1315
1630,class0,811,22
1631,class1,3228,1781
1632,class1,2988,4464
1633,class1,3269,5801
1634,class5,6561,519
1635,class6,2288,488
1636,class7,4,115
1637,class6,2096,161
1638,class2,151,889
1639,class7,878,2743
1640,class7,0,336
1641,class1,550,2203
1642,class6,878,364
1643,class7,357,58
1644,class2,1262,1413
1645,class7,9,243
1646,class0,4470,1024
1647,class1,4215,9609
1648,class3,4389,6842
1649,class3,4429,2136
1650,class0,7097,417
1651,class6,3125,1214
1652,class7,77,212
1653,class0,6182,4862
1654,class7,741,34
1655,class3,4449,4754
1656,class1,3080,6765
1657,class2,928,2384
1658,class3,4405,3743
1659,class6,3287,3578
1660,class0,2723,5511
1661,class3,4954,709
1662,class5,2147,800
1663,class1,2553,2053
1664,class3,4709,1630
1665,class6,2542,940
1666,class7,456,57
1667,class1,5833,9438
1668,class1,2890,2595
1669,class3,2958,9448
1670,class6,1849,825
1671,class7,441,198
1672,class5,7186,2488
1673,class6,3693,350
1674,class3,4251,4354
1675,class6,4058,2056
1676,class6,3262,5569
1677,class2,282,62
1678,class6,2359,1148
1679,class5,3269,327
1680,class1,2604,9091
1681,class1,5364,7319
1682,class3,3539,4438
1683,class7,437,538
1684,class7,16,210
1685,class6,2720,409
1686,class2,506,787
1687,class6,1843,402
1688,class1,4441,1873
1689,class4,4203,2177
1690,class5,1437,4547
1691,class2,1271,490
1692,class2,490,2056
1693,class6,2864,2475
1694,class6,3530,3049
1695,class3,4031,3379
1696,class6,2927,7885
1697,class6,3240,2562
1698,class1,3904,7435
1699,class6,2076,3473
1700,class0,4220,791
1701,class7,1522,660
1702,class0,5195,545
1703,class4,2834,70
1704,class6,2409,1428
1705,class0,4119,3038
1706,class1,3416,3674
1707,class6,2152,3113
1708,class5,5091,459
1709,class7,4,421
1710,class6,2009,4294
1711,class5,8245,1954
1712,class3,5405,6741
1713,class7,48,81
1714,class6,2783,7650
1715,class7,106,930
1716,class1,2882,4726
1717,class2,3658,363
1718,class0,3339,4913
1719,class5,2911,1080
1720,class6,4833,4444
1721,class0,1693,23
1722,class1,3004,5643
1723,class3,4288,234
1724,class1,2362,5750
1725,class0,3507,2461
1726,class2,274,20
1727,class6,1809,1989
1728,class3,5065,4280
1729,class7,29,281
1730,class5,3304,635
1731,class6,2980,2852
1732,class1,3388,2590
1733,class7,203,349
1734,class6,3889,178
1735,class6,3926,5429
1736,class6,2746,1925
1737,class5,1961,375
1738,class5,7,4
1739,class0,1750,1491
1740,class0,5230,1523
1741,class6,1700,1272
1742,class4,4861,31
1743,class7,209,2317
1744,class2,272,431
1745,class1,2788,2033
1746,class6,2717,7921
1747,class2,198,760
1748,class6,2627,1867
1749,class3,3268,2119
1750,class5,5957,786
1751,class4,5288,3329
1752,class7,60,3163
1753,class6,2526,815
1754,class7,3,349
1755,class1,2995,4628
1756,class3,4821,3882
1757,class6,3133,1483
1758,class3,844,3214
1759,class3,8748,2430
1760,class6,2987,3524
1761,class3,6384,3228
1762,class7,195,393
1763,class4,1862,3847
1764,class2,3539,404
1765,class3,4848,3696
1766,class5,5843,650
1767,class2,1419,482
1768,class7,394,755
1769,class7,23,324
1770,class6,3904,1573
1771,class1,2781,3212
1772,class3,3272,4334
1773,class1,1686,3674
1774,class0,4531,1874
1775,class1,2846,3896
1776,class0,3538,2056
1777,class0,5832,1291
1778,class0,5469,2630
1779,class5,4,97
1780,class3,2603,8755
1781,class7,0,429
1782,class2,468,658
1783,class1,1356,4104
1784,class1,2929,7022
1785,class6,3502,759
1786,class1,4191,2907
1787,class2,976,212
1788,class5,5245,1108
1789,class2,46,2
1790,class6,2799,1119
1791,class4,4779,1824
1792,class1,2198,1291
1793,class6,2268,3788
1794,class5,5979,5481
1795,class6,3136,5015
1796,class2,766,3580
1797,class1,2943,9150
1798,class3,4004,6010
1799,class4,2320,125
1800,class2,515,309
1801,class3,2697,4679
1802,class6,2517,6643
1803,class7,595,282
1804,class0,3023,6528
1805,class4,4412,848
1806,class4,0,0
1807,class7,20,331
1808,class0,3480,5271
1809,class6,2765,7570
1810,class1,3565,3390
1811,class4,5669,241
1812,class7,4,254
1813,class6,2732,844
1814,class0,6438,741
1815,class6,3474,4230
1816,class1,2101,2217
1817,class5,2438,631
1818,class0,4847,616
1819,class6,3472,3943
1820,class1,3023,3459
1821,class5,1875,361
1822,class1,1110,5984
1823,class5,7247,448
1824,class7,436,1649
1825,class6,2965,5125
1826,class6,2462,3612
1827,class6,1519,1300
1828,class2,1244,497
1829,class1,2928,8029
1830,class0,5482,215
1831,class7,62,991
1832,class0,4688,410
1833,class6,2442,1918
1834,class1,2227,3448
1835,class3,4092,5281
1836,class1,2167,4361
1837,class2,400,161
1838,class6,2299,3789
1839,class1,3650,4176
1840,class5,601,209
1841,class0,4308,1040
1842,class1,1919,3143
1843,class2,3796,397
1844,class6,3304,433
1845,class2,3990,3052
1846,class7,83,81
1847,class5,2000,5792
1848,class6,2449,7136
1849,class6,2544,5110
1850,class1,1351,1707
1851,class0,5492,1121
1852,class5,2126,1007
1853,class3,3501,2920
1854,class7,33,504
1855,class3,4408,2026
1856,class7,453,69
1857,class1,3598,5011
1858,class7,516,1075
1859,class6,2884,1017
1860,class1,2595,3198
1861,class6,4092,4070
1862,class6,2540,595
1863,class4,5391,139
1864,class2,2061,442
1865,class6,3409,320
1866,class3,4440,2577
1867,class5,2986,9110
1868,class5,5393,3447
1869,class7,17,3334
1870,class2,241,2537
1871,class3,7316,8337
1872,class3,5223,4314
1873,class7,1239,4414
1874,class2,229,764
1875,class6,3462,2948
1876,class1,2895,4131
1877,class6,2435,587
1878,class7,521,460
1879,class1,3453,7090
1880,class6,433,16
1881,class1,3316,4086
1882,class5,5777,2049
1883,class2,932,740
1884,class4,4508,351
1885,class6,1664,231
1886,class3,4670,4553
1887,class2,150,702
1888,class4,4997,150
1889,class3,3863,3989
1890,class2,182,461
1891,class6,3368,1923
1892,class7,2,117
1893,class2,3516,2076
1894,class6,2920,10156
1895,class1,2327,3201
1896,class0,3001,3184
1897,class7,86,42
1898,class0,4721,1095
1899,class2,205,3527
1900,class6,2525,685
1901,class6,3008,355
1902,class5,3566,3325
1903,class3,6239,6303
1904,class0,5126,1661
1905,class7,1366,33
1906,class4,3734,2813
1907,class1,3903,4912
1908,class7,572,446
1909,class4,4446,674
1910,class7,194,288
1911,class1,3387,4643
1912,class4,3867,7837
1913,class5,4855,799
1914,class1,3825,2618
1915,class5,4474,145
1916,class6,3629,3386
1917,class7,1,109
1918,class4,1405,6009
1919,class3,3830,9900
1920,class5,4545,1074
1921,class2,1298,3568
1922,class7,706,74
1923,class2,320,8
1924,class1,1962,5350
1925,class6,3462,753
1926,class1,3778,2346
1927,class7,93,548
1928,class6,1691,46
1929,class3,5835,6929
1930,class4,3887,1751
1931,class1,3974,6957
1932,class3,5083,4872
1933,class6,2582,269
1934,class0,3121,183
1935,class3,4631,238
1936,class6,1510,2098
1937,class4,2788,111
1938,class4,3891,161
1939,class0,5816,2189
1940,class1,2571,4120
1941,class4,4227,1146
1942,class0,4681,1912
1943,class3,0,29
1944,class3,2742,8457
1945,class6,1416,90
1946,class2,440,2290
1947,class3,4780,2619
1948,class7,0,448
1949,class2,1921,503
1950,class2,228,3655
1951,class4,3783,644
1952,class7,433,3079
1953,class1,2264,5222
1954,class5,2731,2930
1955,class2,1222,1671
1956,class5,5303,2062
1957,class1,3996,3224
1958,class7,34,151
1959,class7,466,416
1960,class0,5069,1345
1961,class6,2755,388
1962,class3,5784,555
1963,class3,4706,1833
1964,class6,3138,759
1965,class6,2893,6513
1966,class1,3281,4107
1967,class6,1376,785
1968,class7,75,58
1969,class7,70,118
1970,class1,2980,2133
1971,class5,5406,802
1972,class6,2683,719
1973,class6,2362,2757
1974,class4,2070,1527
1975,class5,4902,954
1976,class7,312,465
1977,class7,27,215
1978,class3,4039,1463
1979,class3,4506,1595
1980,class6,3790,8172
1981,class2,3706,170
1982,class1,3768,3450
1983,class3,2022,1384
1984,class3,14,0
1985,class6,2321,408
1986,class3,4514,4127
1987,class1,4042,4371
1988,class7,9,3315
1989,class6,2883,746
1990,class3,3952,1335
1991,class6,2538,5385
1992,class1,2984,3509
1993,class6,2655,8163
1994,class2,503,532
1995,class7,44,993
1996,class2,153,1903
1997,class6,2584,4915
1998,class6,2325,975
1999,class5,2622,1526
2000,class1,2823,2610
2001,class3,4382,2781
2002,class0,3190,4538
2003,class4,4329,256
2004,class6,1493,3681
2005,class3,6030,6105
2006,class2,287,1763
2007,class3,6256,4452
2008,class2,658,1508
2009,class0,4714,956
2010,class7,255,93
2011,class0,5619,2405
2012,class4,317,1915
2013,class2,151,3087
2014,class1,2870,5620
2015,class2,843,40
2016,class6,2471,2797
2017,class5,927,561
2018,class7,8,413
2019,class5,3729,582
2020,class1,2739,3570
2021,class5,7345,498
2022,class7,47,7822
2023,class7,28,161
2024,class1,1085,4383
2025,class6,3420,10729
2026,class2,1455,849
2027,class1,4061,1931
2028,class0,5448,3429
2029,class1,4026,7473
2030,class6,2979,2505
2031,class0,5328,2522
2032,class6,2394,9323
2033,class6,2363,4732
2034,class3,4224,642
2035,class3,5752,506
2036,class0,7149,1044
2037,class0,5455,2434
2038,class1,2996,1398
2039,class1,2777,5660
2040,class6,3351,5443
2041,class3,6594,6731
2042,class6,2059,1372
2043,class4,5849,186
2044,class5,3174,4032
2045,class7,321,2014
2046,class2,2902,3265
2047,class7,4,386
2048,class2,642,1674
2049,class1,3524,3189
2050,class5,1800,573
2051,class7,67,228
2052,class1,3234,6672
2053,class0,5099,921
2054,class4,1146,45
2055,class2,300,788
2056,class7,426,5663
2057,class1,1867,6813
2058,class0,3785,3961
2059,class1,3762,2818
2060,class7,147,682
2061,class4,4261,274
2062,class1,2350,3945
2063,class3,5556,8854
2064,class3,3605,611
2065,class5,5943,2438
2066,class3,6933,3391
2067,class6,1628,237
2068,class6,2354,2239
2069,class6,2452,432
2070,class3,4517,4038
2071,class6,2117,3289
2072,class3,5492,2293
2073,class2,187,3813
2074,class7,2,40
2075,class1,3627,3672
2076,class2,1596,645
2077,class4,4411,878
2078,class5,2606,277
2079,class6,2231,1688
2080,class3,3717,7574
2081,class2,1070,342
2082,class6,3743,3581
2083,class6,2345,1800
2084,class3,3768,8329
2085,class1,3181,3343
2086,class6,2918,4640
2087,class3,4108,2779
2088,class6,3192,297
2089,class7,33,353
2090,class6,3377,3799
2091,class6,2062,4761
2092,class1,4024,7983
2093,class3,4724,2501
2094,class1,7140,2778
2095,class7,793,2420
2096,class1,3565,3586
2097,class7,107,361
2098,class3,5187,3447
2099,class0,4029,2041
2100,class6,2203,11201
2101,class4,721,1413
2102,class3,5215,964
2103,class7,90,4150
2104,class6,2160,5760
2105,class6,2344,4306
2106,class0,5065,2218
2107,class5,1791,1402
2108,class6,2410,763
2109,class1,3886,2264
2110,class7,82,195
2111,class7,218,1558
2112,class3,6743,4899
2113,class1,2982,2635
2114,class7,135,1271
2115,class4,6339,2956
2116,class3,8018,1092
2117,class7,60,197
2118,class6,1876,4857
2119,class0,5918,2422
2120,class3,4250,11968
2121,class3,4941,1097
2122,class1,3353,3761
2123,class6,3294,569
2124,class4,3102,2425
2125,class7,278,2062
2126,class2,215,173
2127,class3,5310,8942
2128,class5,2689,1638
2129,class0,3671,4699
2130,class1,2116,5283
2131,class2,360,1585
2132,class3,3588,3292
2133,class5,5968,5935
2134,class6,2893,344
2135,class3,5403,1991
2136,class1,2785,4164
2137,class3,3261,704
2138,class6,2066,1091
2139,class1,3607,6879
2140,class1,2869,2132
2141,class0,3423,5400
2142,class1,3497,2228
2143,class1,3085,935
2144,class1,3099,2652
2145,class2,1177,8
2146,class7,84,518
2147,class7,768,75
2148,class3,21,264
2149,class6,3271,800
2150,class3,5046,5326
2151,class1,2687,5914
2152,class2,860,122
2153,class6,4518,10356
2154,class7,1154,181
2155,class3,10391,7239
2156,class0,4038,457
2157,class1,4597,5983
2158,class3,4357,6622
2159,class2,235,111
2160,class6,2020,207
2161,class2,2432,96
2162,class6,2227,2425
2163,class7,0,497
2164,class1,3928,4131
2165,class3,3594,3069
2166,class5,2897,1448
2167,class1,1953,9809
2168,class0,5561,434
2169,class5,1540,1468
2170,class3,3513,3856
2171,class3,3782,6467
2172,class6,3384,2135
2173,class6,2904,1304
